id,category,split,baseline,answerable,status,latency_ms,gold_document_ids,top_20_document_ids,recall_at_5,recall_at_20,reciprocal_rank,ndcg_at_10,answer_support_at_5,citation_valid_at_5,correct_refusal,over_refusal
G010,single_hop,test,B1_bm25,True,ok,13.122,fictional-clockwork-tide,fictional-clockwork-tide || tt33087870 || tt36103784 || tt33088099 || tt10518942 || tt33043645 || tt32129938 || tt14576898 || tt11082468 || tt18182628 || tt34766794 || tt14201728 || tt29345740 || tt35889287 || tt26475239 || tt17056778 || tt13650572 || tt18342860 || tt32502698,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G010,single_hop,test,B2_dense_naive,True,ok,28.644,fictional-clockwork-tide,fictional-clockwork-tide || tt34163604 || tt26427582 || tt29008864 || tt33088099 || tt32014158 || fictional-neon-meridian || tt32228484 || tt36417146 || tt35675151 || tt33088887 || tt27564844 || tt32547691 || tt21027078 || tt29959401 || tt13273052 || tt28302848 || tt29281812,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G010,single_hop,test,B3_final,True,ok,1600.688,fictional-clockwork-tide,fictional-clockwork-tide || tt33088887 || tt35675151 || tt26427582 || tt34163604 || tt32228484 || tt33088099 || tt29008864 || tt36417146 || tt29959401 || fictional-neon-meridian || tt13273052 || tt33043645 || tt32547691 || tt33087870 || tt21027078 || tt36103784 || tt32014158 || tt26475239,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G011,single_hop,test,B0_closed_book_refusal,True,refused,0.0,fictional-clockwork-tide,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
G011,single_hop,test,B1_bm25,True,ok,23.001,fictional-clockwork-tide,fictional-clockwork-tide || tt36103784 || tt10518942 || tt33043645 || tt32129938 || tt14576898 || tt11082468 || tt18182628 || tt34766794 || tt14201728 || tt29345740 || tt35889287 || tt26475239 || tt17056778 || tt13650572 || tt18342860 || tt32502698 || tt25377130 || tt27856004,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G011,single_hop,test,B2_dense_naive,True,ok,31.265,fictional-clockwork-tide,fictional-clockwork-tide || tt28302848 || tt32014158 || tt14985230 || tt27751771 || tt33088099 || tt34872408 || tt27552099 || tt27564844 || tt35618773 || tt32547691 || tt29463911 || tt33270254 || tt30745221 || tt33184184 || tt36120762 || tt21027078 || fictional-neon-meridian || fictional-paper-moons-of-caldera,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G011,single_hop,test,B3_final,True,ok,1391.296,fictional-clockwork-tide,fictional-clockwork-tide || tt28302848 || tt33270254 || tt33043645 || tt30745221 || tt36120762 || tt14985230 || tt34872408 || tt33088099 || tt35618773 || tt10518942 || tt32547691 || tt32014158 || tt14576898 || tt33184184 || tt36103784 || tt17056778 || tt27751771 || tt26475239,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G012,single_hop,test,B0_closed_book_refusal,True,refused,0.0,fictional-clockwork-tide,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
G012,single_hop,test,B1_bm25,True,ok,14.417,fictional-clockwork-tide,fictional-clockwork-tide || fictional-neon-meridian || tt36103784 || tt30851137 || fictional-ember-transit || tt31455863 || tt35571169 || fictional-the-orchard-below || fictional-paper-moons-of-caldera || tt32658576 || tt34734549 || tt32612507 || tt28611345 || tt33255196 || tt31738051 || tt33334564 || tt2355896 || tt30833294 || tt27215011,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G012,single_hop,test,B2_dense_naive,True,ok,31.506,fictional-clockwork-tide,fictional-clockwork-tide || tt32014158 || tt32085129 || fictional-neon-meridian || tt27552099 || tt26424426 || tt36163614 || tt27751771 || tt32915652 || tt29922891 || fictional-paper-moons-of-caldera || tt19853742 || tt36415829 || tt33334564 || tt21027078 || fictional-ember-transit || tt36396485 || tt1959374,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G012,single_hop,test,B3_final,True,ok,1379.938,fictional-clockwork-tide,fictional-clockwork-tide || fictional-paper-moons-of-caldera || fictional-ember-transit || fictional-the-orchard-below || fictional-neon-meridian || tt36163614 || tt27552099 || tt36103784 || tt32915652 || tt35571169 || tt21027078 || tt26424426 || tt19853742 || tt32658576 || tt33255196 || tt33334564 || tt32014158 || tt29922891,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G013,single_hop,test,B0_closed_book_refusal,True,refused,0.0,fictional-paper-moons-of-caldera,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
G013,single_hop,test,B1_bm25,True,ok,13.661,fictional-paper-moons-of-caldera,fictional-paper-moons-of-caldera || tt32205214 || tt27575701 || tt33087870 || tt30324264 || tt27564844 || tt35487706 || tt36107540 || tt33088099 || tt10518942 || tt33043645 || tt32129938 || tt14576898 || tt11082468 || tt18182628 || tt34766794 || tt14201728 || tt29345740 || tt35889287,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G013,single_hop,test,B2_dense_naive,True,ok,20.193,fictional-paper-moons-of-caldera,fictional-paper-moons-of-caldera || fictional-neon-meridian || tt32228484 || tt26427582 || tt35707396 || tt13975248 || tt32916628 || tt31827708 || tt12097608 || tt29264684 || tt34356684 || tt28302848 || tt33088099 || tt33088887 || tt36283691 || tt34861373 || tt28673293 || tt32014158 || tt13273052,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G013,single_hop,test,B3_final,True,ok,1267.81,fictional-paper-moons-of-caldera,fictional-paper-moons-of-caldera || tt33088887 || fictional-neon-meridian || tt32228484 || tt26427582 || tt33088099 || tt27575701 || tt28302848 || tt36107540 || tt35487706 || tt33087870 || tt33043645 || tt27564844 || tt12097608 || tt29264684 || tt32205214 || tt35707396,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G014,single_hop,test,B0_closed_book_refusal,True,refused,0.0,fictional-paper-moons-of-caldera,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
G014,single_hop,test,B1_bm25,True,ok,11.996,fictional-paper-moons-of-caldera,fictional-paper-moons-of-caldera || tt35487706 || tt32658576 || tt32205214 || tt27575701 || fictional-the-orchard-below || tt30324264 || tt27564844 || fictional-neon-meridian || tt15311492 || tt36107540 || tt19889242 || tt21856850 || tt30851137 || tt28611345 || tt33255196 || tt31738051 || fictional-ember-transit || fictional-clockwork-tide,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G014,single_hop,test,B2_dense_naive,True,ok,28.539,fictional-paper-moons-of-caldera,fictional-paper-moons-of-caldera || tt32014158 || tt31827708 || tt20259240 || tt28302848 || tt33674441 || tt10518942 || tt35487706 || tt13975248 || tt27575701 || tt30012780 || tt36307021 || fictional-neon-meridian || tt35076988 || tt32916628 || tt29952017 || tt29703555 || fictional-clockwork-tide || tt1959374,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G014,single_hop,test,B3_final,True,ok,1185.447,fictional-paper-moons-of-caldera,fictional-paper-moons-of-caldera || fictional-the-orchard-below || fictional-neon-meridian || tt21856850 || tt35487706 || tt27564844 || tt32014158 || tt27575701 || tt15311492 || tt19889242 || tt32205214 || tt31827708 || tt36107540 || tt33674441 || tt32658576 || tt28611345 || tt28302848,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G015,single_hop,test,B0_closed_book_refusal,True,refused,0.0,fictional-paper-moons-of-caldera,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
G015,single_hop,test,B1_bm25,True,ok,15.763,fictional-paper-moons-of-caldera,fictional-paper-moons-of-caldera || tt27575701 || tt32205214 || tt30324264 || tt34385135 || tt35487706 || tt27564844 || tt35148005 || tt24326458 || tt29510495 || tt1402593 || tt36107540 || tt32857521 || tt32658576 || fictional-neon-meridian || fictional-ember-transit || fictional-clockwork-tide || tt24854592 || fictional-the-orchard-below,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G015,single_hop,test,B2_dense_naive,True,ok,15.965,fictional-paper-moons-of-caldera,fictional-paper-moons-of-caldera || fictional-neon-meridian || tt13975248 || tt20259240 || tt27575701 || tt32014158 || tt34356684 || tt32916628 || tt23552146 || tt32192760 || tt34693872 || tt33549474 || tt28302848 || tt26680792 || tt35322760 || tt31827708 || fictional-clockwork-tide || tt11572502 || tt26681192,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G015,single_hop,test,B3_final,True,ok,1326.72,fictional-paper-moons-of-caldera,fictional-paper-moons-of-caldera || fictional-neon-meridian || tt32857521 || fictional-ember-transit || tt1402593 || tt27575701 || tt34385135 || tt32658576 || tt35487706 || tt35148005 || tt24326458 || tt34356684 || tt26680792 || tt27564844 || tt32014158 || tt23552146 || tt36107540 || tt34693872,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G016,multi_hop,dev,B0_closed_book_refusal,True,refused,0.0,fictional-neon-meridian || fictional-the-orchard-below,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
G016,multi_hop,dev,B1_bm25,True,ok,14.707,fictional-neon-meridian || fictional-the-orchard-below,fictional-neon-meridian || fictional-the-orchard-below || tt10462682 || tt31113669 || tt36307021 || tt21856850 || tt35373270 || tt33308959 || tt34872408 || tt33298998 || tt34748398 || tt35956665 || tt12042730 || tt36451987 || tt27720130 || tt32272771 || tt30608304,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G016,multi_hop,dev,B2_dense_naive,True,ok,33.898,fictional-neon-meridian || fictional-the-orchard-below,fictional-the-orchard-below || fictional-neon-meridian || tt23143606 || tt35625318 || tt30691214 || tt31109276 || tt28302848 || tt15474782 || tt33253151 || tt32397787 || tt15516806 || tt36286603 || tt29717607 || tt34107154 || tt34761028 || tt31936713 || tt36329258 || tt33240865 || tt34861373,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G016,multi_hop,dev,B3_final,True,ok,1079.885,fictional-neon-meridian || fictional-the-orchard-below,fictional-neon-meridian || fictional-the-orchard-below || tt31113669 || tt34872408 || tt36286603 || tt33308959 || tt21856850 || tt35625318 || tt33298998 || tt36307021 || tt32397787 || tt29717607 || tt15474782 || tt23143606 || tt27720130 || tt28302848 || tt33253151,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G017,multi_hop,dev,B0_closed_book_refusal,True,refused,0.0,fictional-ember-transit || fictional-neon-meridian,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
G017,multi_hop,dev,B1_bm25,True,ok,11.918,fictional-ember-transit || fictional-neon-meridian,fictional-neon-meridian || fictional-ember-transit || fictional-clockwork-tide || fictional-paper-moons-of-caldera || fictional-the-orchard-below || tt27720130 || tt33308959 || tt36451987 || tt26931994 || tt18212138 || tt33298998 || tt36120702 || tt36136694 || tt33542015 || tt32430579 || tt35712847 || tt36120484,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G017,multi_hop,dev,B2_dense_naive,True,ok,11.184,fictional-ember-transit || fictional-neon-meridian,fictional-ember-transit || fictional-neon-meridian || fictional-paper-moons-of-caldera || tt32228484 || tt28718613 || tt34861373 || fictional-the-orchard-below || tt23143606 || tt26427582 || tt32409947 || tt32298956 || tt33088099 || tt23018852 || fictional-clockwork-tide || tt34356684 || tt32222185 || tt14690630 || tt34599705 || tt28106059 || tt31409061,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G017,multi_hop,dev,B3_final,True,ok,1222.334,fictional-ember-transit || fictional-neon-meridian,fictional-neon-meridian || fictional-ember-transit || fictional-paper-moons-of-caldera || fictional-the-orchard-below || fictional-clockwork-tide || tt33308959 || tt28718613 || tt33298998 || tt34356684 || tt32409947 || tt33088099 || tt34861373 || tt26931994 || tt23143606 || tt32228484 || tt23018852 || tt32430579,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G018,multi_hop,dev,B0_closed_book_refusal,True,refused,0.0,fictional-clockwork-tide || fictional-paper-moons-of-caldera,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
G018,multi_hop,dev,B1_bm25,True,ok,12.466,fictional-clockwork-tide || fictional-paper-moons-of-caldera,fictional-paper-moons-of-caldera || fictional-clockwork-tide || tt32205214 || tt27575701 || tt33087870 || tt30324264 || tt27564844 || tt35487706 || tt36103784 || tt36107540 || tt33088099 || tt10518942 || tt33043645 || tt32129938 || tt14576898 || tt11082468 || tt18182628 || tt34766794,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G018,multi_hop,dev,B2_dense_naive,True,ok,30.567,fictional-clockwork-tide || fictional-paper-moons-of-caldera,fictional-paper-moons-of-caldera || fictional-clockwork-tide || fictional-neon-meridian || tt32014158 || tt32228484 || tt26427582 || tt28302848 || tt33088099 || tt32916628 || tt15474782 || tt27564844 || tt29008864 || tt33088887 || tt13273052 || tt33035557 || tt36417146 || tt29264684 || tt29463911,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G018,multi_hop,dev,B3_final,True,ok,1345.349,fictional-clockwork-tide || fictional-paper-moons-of-caldera,fictional-paper-moons-of-caldera || fictional-clockwork-tide || tt33088887 || fictional-neon-meridian || tt32228484 || tt26427582 || tt33088099 || tt29008864 || tt28302848 || tt13273052 || tt15474782 || tt27575701 || tt33043645 || tt35487706 || tt33087870 || tt27564844,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G019,multi_hop,dev,B0_closed_book_refusal,True,refused,0.0,fictional-the-orchard-below || fictional-ember-transit,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
G019,multi_hop,dev,B1_bm25,True,ok,14.736,fictional-the-orchard-below || fictional-ember-transit,fictional-the-orchard-below || fictional-ember-transit || tt33083436 || tt34305694 || tt35291758 || tt27720130 || tt36307021 || tt36451987 || tt27709924 || tt18212138 || tt33298998 || tt35148005 || tt29510495 || tt1402593 || tt29302662 || tt32879420 || fictional-neon-meridian || tt24326458,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G019,multi_hop,dev,B2_dense_naive,True,ok,19.674,fictional-the-orchard-below || fictional-ember-transit,fictional-the-orchard-below || fictional-ember-transit || tt36286603 || tt35625318 || tt28302848 || tt28718613 || tt32457035 || tt1796506 || tt28553687 || tt26427582 || tt15474782 || tt35994346 || tt32572716 || tt26081874 || tt23143606 || tt32397787 || tt30833294 || tt35473596 || tt33378223,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G019,multi_hop,dev,B3_final,True,ok,1119.782,fictional-the-orchard-below || fictional-ember-transit,fictional-the-orchard-below || fictional-ember-transit || tt35148005 || tt15474782 || tt1402593 || tt35994346 || tt36286603 || tt28718613 || tt36307021 || tt35625318 || tt35291758 || tt28302848 || tt34305694 || tt33298998 || tt28553687 || tt29302662 || tt26427582 || tt32572716,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
G020,multi_hop,test,B0_closed_book_refusal,True,refused,0.001,fictional-the-orchard-below || fictional-paper-moons-of-caldera,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
